Episode,Reward,Avg_Co2,Avg_Queue,Avg_Wait,Avg_Speed,Avg_Throughput,Avg_Phase_Duration,Avg_Transition_Time
19,-2201411.7584179174,44.6242212298057,26.987068965517242,1418.286099137931,6.319040873254552,49.54256465517241,24.708029197080293,2.8434782608695652
20,-2469487.9620161634,47.535120272365965,29.78254960587116,1601.837184017396,6.12614872547916,53.072030443055176,25.492424242424242,2.754385964912281
21,-3693653.7172547556,54.062126430001015,37.238517745302715,2292.7275574112737,5.857211581021733,61.12969728601253,25.88235294117647,2.6666666666666665
22,-2803106.173835716,45.8833020366208,29.25025720164609,1714.6458333333333,6.932289507949577,51.32587448559671,25.68840579710145,2.906779661016949
23,-2993050.7904062155,50.59843765203924,33.200160771704184,1905.6819399785638,5.939330641674938,56.887191854233656,24.25531914893617,2.6440677966101696
24,-2930300.431948692,49.505314508971,32.39237199582027,1816.7797805642633,6.3174108979414,55.63793103448276,25.62043795620438,2.694915254237288
25,-3617150.9781102687,53.17376388656884,36.37275408956825,2284.6578171091446,5.683430879661932,59.9680879592384,25.78358208955224,2.6862745098039214
26,-3213081.1395998504,50.40563967318092,33.01978319783198,2071.4883468834687,6.089262875567621,56.43658536585366,26.6796875,2.5943396226415096
27,-3425664.4566557254,49.74949067563018,33.600620796689086,2113.478272115882,5.991453876189585,55.9565442317641,24.54861111111111,2.7583333333333333
28,-1953077.847597877,46.23591104009293,28.07617240444565,1264.6776904310111,6.545399012426474,51.59501219842776,24.384057971014492,2.793103448275862
29,-4012641.392809471,52.91440966063463,36.88639876352396,2447.270221535291,6.344683928022406,59.69345698093766,26.37037037037037,2.8
30,-2173918.7476000176,43.50824824934456,26.381633714880333,1351.7351716961498,6.9441929099388755,48.345993756503645,25.543478260869566,2.8230088495575223
31,-2465537.7992723114,44.90669728217198,28.17120822622108,1514.1994858611824,6.228108470742545,50.10719794344473,25.319148936170212,2.6666666666666665
32,-2456588.1942137596,48.668117670188295,30.70030161776803,1604.477378667398,6.437590263096146,54.41349054017,25.03787878787879,2.8739495798319328
33,-1862059.8898374315,44.208837997691525,26.132220093074185,1219.2961949082946,6.534334896363437,49.05776074459349,25.150375939849624,2.8
34,-2535098.822400482,45.123866812468506,28.796231155778894,1515.0281407035177,6.623352786669732,50.496231155778894,25.3125,2.8389830508474576
35,-3084641.375221528,50.78050080964355,33.407873594001074,1958.1106052490627,5.853521906122766,57.069630423138726,24.428571428571427,2.706896551724138
36,-2540687.432478669,47.340446936766526,29.664937192790823,1650.582741671218,6.083388232962747,52.77416712179137,24.74074074074074,2.824561403508772
37,-2262996.9196674717,45.78348236251182,28.085219707057256,1446.5318242343542,6.54483413833712,51.032756324900134,25.67669172932331,2.809917355371901
38,-2383016.85447384,47.348966671402344,29.85419968304279,1497.783676703645,6.2059563606844135,53.02931854199683,24.50354609929078,2.805084745762712
39,-2172324.5798365558,43.79125592799738,26.754934632145602,1328.7428864393746,6.839487336221397,48.87336580364009,24.72027972027972,2.9047619047619047
40,-2201829.1573749967,44.10784929616148,26.2277628032345,1415.977628032345,6.651192619182104,48.95741239892183,24.071428571428573,2.9310344827586206
41,-2093723.5316139264,43.370451553660985,26.330486542443065,1292.6237060041408,6.608633871908898,48.15346790890269,24.9645390070922,2.8666666666666667
42,-2759532.1408890607,48.633809461037046,31.395268474215843,1734.7921318447634,6.10582298739466,54.546783625730995,26.259541984732824,2.8
43,-1560869.2535074214,39.98822394895638,22.24708686440678,990.4449152542373,7.197503523057492,44.09666313559322,24.71014492753623,3.1016949152542375
44,-3319713.9272597153,48.90281780357922,33.045075943165116,1942.9617834394905,6.759354483377489,55.16021558059774,25.4421768707483,2.7580645161290325
45,-2468470.077109682,45.859342780932806,28.40172553248854,1589.6427608519816,6.3935394271659645,51.02480452952278,25.14814814814815,2.8035714285714284
46,-2147298.4679305446,43.65851246782911,26.056543668701885,1357.8075391558268,6.973363042709898,48.488717812582955,25.87121212121212,3.0085470085470085
47,-2782060.9284429075,47.03600647178376,30.168025243229028,1753.3649750197212,6.532582553924479,52.607152248225084,24.609929078014183,2.775
48,-1517988.1434108086,42.04821668707344,23.395291541199015,998.4738571037503,7.008225034446091,46.4919244456611,24.154411764705884,3.092436974789916
49,-1600577.3736755007,39.765916864093704,22.29581084554099,988.3873040349524,7.454943491742601,43.89385762014906,23.716216216216218,3.0725806451612905
50,-2260336.9628082747,44.054450974595284,26.276429341963322,1453.9808522114347,6.752693625118878,48.91100323624595,25.263157894736842,2.9491525423728815
51,-4059839.80457717,52.7883824954138,37.28924785461888,2432.5497223624434,6.3428684721695205,59.69838465421504,25.56737588652482,2.811023622047244
52,-1773690.734377453,44.052542423834424,25.665751167261742,1170.7042021422685,6.834646600436949,48.853611645152434,23.357142857142858,3.040983606557377
53,-2126174.8108456847,44.779153581483776,26.98534997287032,1379.8214867064569,6.515112508765753,49.735214324470974,24.343065693430656,2.925
54,-1352887.702715068,39.22264112091938,21.06135629709365,876.5352529601722,7.468716693455032,43.10575888051668,23.821428571428573,3.1487603305785123
55,-2413469.133991599,47.73753590182669,30.26796168174561,1524.3342203299628,6.481511795384253,53.36907929749867,24.640287769784173,2.7983193277310923
56,-2482331.3177550873,48.519478583254255,30.371592148309706,1609.4182115594328,6.215579807544186,54.29007633587786,23.992805755395683,2.775
57,-2217606.1100899805,46.16692639289081,28.304277206280453,1437.2079047103412,6.1028381527859485,51.49025446670276,25.03731343283582,2.8728813559322033
58,-1584243.014772442,43.96028922614276,24.992013219498762,1046.1057559900853,6.380030376883044,48.732305150096394,22.902097902097903,2.870967741935484
59,-2152159.254610319,45.32086100142253,27.300435019032083,1391.3800978792822,6.298043718518632,50.38825448613377,24.522058823529413,2.906779661016949
60,-2479094.550585683,45.04542868548746,28.58213755566551,1456.1138050470065,6.513645535569591,50.519049975259776,24.04605263157895,3.0
61,-1147788.4944015355,39.298123179969174,20.787689804772235,752.1567245119306,7.102651187576421,43.17109544468546,23.985507246376812,3.0483870967741935
62,-1810666.1539870314,44.64775130058118,26.35429655733261,1173.9200325291406,6.450147062529527,49.62754133911629,23.15972222222222,2.8548387096774195
63,-1794475.3528751484,39.36346920411002,22.025594149908592,1116.5440062679552,7.100673929437487,43.32384434578219,24.09090909090909,3.1475409836065573
64,-1079635.5722531267,37.97393850590095,19.471049783549784,707.3149350649351,7.439234423097288,41.52245670995671,23.181818181818183,3.2016806722689077
65,-2502084.275666262,46.58308301808533,28.955925826390754,1610.7076054823972,6.34887051779341,51.9865627519484,23.6013986013986,2.8595041322314048
66,-1851487.4611910186,45.205783757654764,27.076861274772362,1179.3644884841992,6.29043394033374,50.355650776647025,23.253424657534246,2.7560975609756095
67,-2389198.6109198704,46.70526303818147,28.48598382749326,1541.0727762803235,6.906537806586019,52.11805929919137,23.829787234042552,2.9166666666666665
68,-1335733.0527000967,39.31089712990408,21.061165304508304,850.2799894542578,7.664012074438764,43.353809649354076,23.40277777777778,3.253846153846154
69,-2477203.972292382,48.45992545129417,30.77069892473118,1583.258064516129,6.240140881233284,54.291666666666664,24.708029197080293,2.768595041322314
70,-2159930.696300528,44.81192540672133,27.277748691099475,1343.9612565445027,6.559827306705101,49.96335078534032,24.366197183098592,2.88
71,-1864635.3148394162,43.764316444818924,25.47254848402076,1220.0409724119093,6.718058883977763,48.465173449877085,23.776978417266186,2.918032786885246
72,-1655933.8110629804,41.25164262973226,23.029443544030254,1071.9535386277687,6.91341370562813,45.58130740140464,24.485294117647058,3.074380165289256
73,-1499762.111804242,40.33182696251999,22.517440335693678,946.4681353265146,7.184364548956748,44.510359297141356,23.645833333333332,3.090909090909091
74,-1906069.6949519801,43.46786459429863,25.549585672280138,1211.7310879443999,6.802683135794425,48.259021651964716,25.14814814814815,2.9827586206896552
75,-1393436.6198262835,40.65389922505554,21.973257698541328,907.0872501350622,7.4275760135103255,44.82414910858995,23.92086330935252,3.1416666666666666
76,-2086390.7332224057,46.582194334958835,28.368093174431202,1338.8177139761647,6.351644030716692,51.9907908992416,23.857142857142858,2.8852459016393444
77,-2658150.8834597273,49.87655034687193,31.74822501365374,1716.5458765701803,6.1113939187008715,55.93255051884216,25.53435114503817,2.780701754385965
78,-948192.2063147514,37.31912375179018,18.360350492880613,628.539704271632,7.618316249365292,40.775465498357065,23.78676470588235,3.2578125
79,-1624431.0136751398,42.780200345345804,24.749059645351963,1048.3632455668994,6.588559671218382,47.36620096722192,22.97945205479452,2.936
80,-1815672.0227713855,44.30734905184197,25.973570658036678,1177.9417475728155,6.70263531227603,49.26483279395901,23.41549295774648,2.9236641221374047
81,-1611444.9343456132,42.50031981642585,24.307444235420586,1038.4299919376513,6.665185506500973,47.12093523246439,23.485915492957748,2.9692307692307693
82,-2201704.8341680574,49.29513821073432,30.974759945130316,1439.7026063100136,5.836058994737835,55.23593964334705,23.741007194244606,2.8048780487804876
83,-1786454.4731043214,43.13125362195236,24.833742164077407,1162.1648950667757,6.488825952332095,47.77814118288362,24.555555555555557,2.95
84,-1197861.2072927856,36.78994452841544,19.08486893329873,754.1533869711913,7.941149730065542,40.292499351154945,22.467105263157894,3.2686567164179103
85,-1454776.2001968576,40.73875189414945,22.334862385321102,942.261737722612,6.93448243842314,44.90474905558554,24.0,3.008695652173913
86,-1015538.061834211,37.41516852737086,18.59857221306974,677.0145524437122,7.555188526313953,40.87699066447007,23.214285714285715,3.136
87,-1203720.6906017417,37.670139123304274,18.807555433889952,793.421571311251,7.855917110762411,41.188612099644125,22.137931034482758,3.381679389312977
88,-2202295.845169963,47.05080358976337,28.915945945945946,1416.4516216216216,6.3624113731894605,52.49648648648649,24.27536231884058,2.845528455284553
89,-802757.158174148,35.82523352265959,16.886444872147376,541.4962881495738,7.6868878497041875,38.913665108606,20.616883116883116,3.276595744680851
90,-1268333.085367036,39.49726404352816,20.726970954356847,842.2431535269709,7.3003416636689185,43.29073305670816,22.395833333333332,3.1707317073170733
91,-1557334.4522442573,40.939325024693545,22.774560216508796,1012.1997293640054,6.858143717967071,45.1553450608931,24.306569343065693,3.0165289256198347
92,-1626260.364063498,42.66666115654142,24.104115562823658,1054.62115017716,6.467531825245294,47.21013900245298,22.95138888888889,2.935483870967742
93,-1225780.8416848835,38.377220255264554,20.037186742118028,797.2910266774454,7.215819098440104,42.10078146052277,22.448979591836736,3.1374045801526718
94,-1332377.2131506223,41.51113703537379,22.624076607387142,876.6889192886457,6.829253243033997,45.82407660738714,22.431506849315067,2.96875
95,-1627433.6510038313,44.60594943069116,26.264346439957492,1034.865568544102,6.343205052323171,49.68411264612115,23.12925170068027,2.8
96,-855952.4885953877,36.450955229979876,17.246666666666666,580.6522222222222,7.648092150741632,39.62444444444444,21.53061224489796,3.2706766917293235
97,-790895.2042982811,34.38822440558904,15.680249932083672,526.9483835914153,8.131916319968068,37.20673729964683,22.32638888888889,3.5037593984962405
98,-971074.8361413035,36.107446345504165,17.863149437600427,631.6839850026781,7.53839330186081,39.340117836100696,23.111888111888113,3.3255813953488373
99,-1187632.0008318266,39.350999515119845,20.675682986205032,778.1401136056262,7.238653633235989,43.24317013794969,22.568493150684933,3.0454545454545454
100,-1172426.8914252785,38.266020293808516,19.086125726945443,782.3932428690114,7.7448284092472,41.83827194682913,21.496598639455783,3.4166666666666665
101,-1111151.4273013754,37.20587136840362,18.658496282015975,741.911594602038,7.648562961230683,40.55824841641421,22.711267605633804,3.3278688524590163
102,-850043.3027088515,34.476543675903734,16.114140604116546,557.3031275060144,7.870586994966163,37.401229617749266,21.91275167785235,3.4744525547445257
103,-948250.566024091,36.11960897754036,17.49347471451876,626.6190864600326,7.7778838754808985,39.299075584556824,22.448275862068964,3.357142857142857
104,-886250.3380756539,35.96601446085628,17.120472008781558,591.9231613611416,7.970189430336928,39.11169045005489,22.377622377622377,3.441860465116279
105,-1066257.2112311346,37.52083347298185,18.558686730506157,702.6957592339261,7.620804928472693,40.97865937072503,22.604166666666668,3.3057851239669422
106,-1170692.7215518209,38.86881329842371,20.449267643142477,755.1904127829561,7.56970966013863,42.73954727030626,22.08609271523179,3.1818181818181817
107,-672402.3340938621,34.1748916507822,15.444202504082744,450.1350027218291,7.977004183789854,36.98884050081655,22.089041095890412,3.453846153846154
108,-1054236.9827156279,38.23886329985462,19.17611613256642,695.357710216379,7.472104768718213,41.89537113119693,21.836734693877553,3.3157894736842106
109,-1108852.9407518974,37.440803300855606,18.652983032293378,736.8834154351396,7.639523374980246,40.88697318007663,22.32638888888889,3.300751879699248
110,-1033043.3772783446,35.73469636763264,17.453500801710316,672.831373597007,7.81073816500028,38.92971672902191,21.721854304635762,3.372262773722628
111,-1080795.4710635347,37.46264235284175,18.438693606421257,720.2009410462219,7.560662505527904,40.902850816495985,21.979166666666668,3.393939393939394
112,-1122176.2653347554,38.311237988414575,19.749731471535984,724.7416756176154,7.561615903006076,42.067132116004295,22.705479452054796,3.246031746031746
113,-995197.5063686916,38.26332212190653,19.399086267132493,644.3937113679118,7.684191239118659,41.981187852727764,23.309859154929576,3.261904761904762
114,-764963.2913663393,35.092491410415704,16.034159779614324,514.9071625344353,7.955295489971624,38.02947658402204,21.1,3.470149253731343
115,-1330193.4004255333,39.81043354002774,21.092460099064393,879.3068244358833,7.168185355974954,43.76086956521739,22.692307692307693,3.1370967741935485
116,-761817.9727016657,35.826442141510576,16.70578512396694,513.4969696969697,7.915173828561127,38.885123966942146,21.896551724137932,3.4210526315789473
117,-1375081.9228777413,39.70229454784525,21.457831325301203,882.1751004016064,7.224693668869044,43.71967871485944,23.321678321678323,3.1496062992125986
118,-914442.1160213948,36.370886107857245,17.31112938596491,610.6455592105264,7.8620413201133665,39.6047149122807,21.41891891891892,3.4388489208633093
119,-959810.9272569678,37.527305809528855,18.692139139961654,639.3730484798685,7.208261780015459,41.04574089290605,21.972789115646258,3.2384615384615385
120,-6300452.95505877,69.75618314084751,53.26989247311828,3945.4032258064517,5.947549064670528,80.21962365591398,23.829787234042552,2.926829268292683
121,-572211.6550396811,33.885368413346505,14.580450302031851,390.3698517298188,8.357925924564036,36.64717188358045,19.904458598726116,3.541095890410959
122,-1160079.9841092338,37.64513674287439,19.088299024918744,759.0018959913326,7.686443799887628,41.15628385698808,22.937062937062937,3.296
123,-686130.5964777737,34.18800129718862,15.18596395412343,460.73429819770615,8.191597767914292,36.965319497542325,22.32638888888889,3.5196850393700787
124,-632835.0754368987,33.109059829255266,14.34464823432795,426.29208869422393,8.419483802152232,35.645223104297834,24.360902255639097,3.5
125,-777473.6509302056,34.68906750722915,16.158530042918454,510.2424892703863,7.894894359428305,37.65987124463519,24.197080291970803,3.3577235772357725
126,-986833.9118417919,37.66501890709128,19.06842385516507,635.8801916932907,7.717976770481621,41.27156549520767,23.125,3.2519083969465647
127,-1167478.1525715906,38.67198341976644,20.02230078868643,762.7914060375306,7.227540513887005,42.38373674190917,24.124087591240876,3.074380165289256
128,-1073647.5350585957,36.93118817320115,19.038592806510895,679.7135731163035,7.540877886904954,40.43580992386453,24.08450704225352,3.16260162601626
129,-771820.4714353821,36.693700220834884,17.51148959178156,508.6036766693701,7.6974383742268255,40.09948634766153,23.804347826086957,3.234375
130,-619024.8874478302,31.9685240293367,13.767484342379959,398.38256784968684,8.780521321199153,34.51226513569937,22.1523178807947,3.6074074074074076
131,-619677.2350073755,32.81910533605104,14.08460918614021,410.8520010744024,8.263393449809797,35.403975288745634,23.26241134751773,3.515873015873016
132,-1150456.353258076,36.30278134020424,18.104457926668424,736.5993141651279,7.907039063527645,39.64046425745186,21.548387096774192,3.291970802919708
133,-860569.0139567578,35.62221993746586,17.16338477913784,558.6442256519425,8.143740794143117,38.78605641298563,22.96551724137931,3.317829457364341
134,-997157.6462033861,37.04694525096529,18.34505314799673,659.4518942491142,7.509756394018532,40.40855819024257,21.79054054054054,3.2888888888888888
135,-599362.141641772,31.3962517213661,13.007704569606801,398.81668437832093,8.631318371658711,33.721572794899046,21.0,3.661870503597122
136,-791708.9719165919,33.80247857684855,15.677731312075274,504.7919498170413,8.427678800036047,36.74333507579718,20.90625,3.4855072463768115
137,-903505.9560188558,35.61244150846147,16.450314809745414,599.3961127840131,8.081925086666848,38.6731453599781,20.986842105263158,3.4044117647058822
138,-910340.5911790242,35.443610643826766,17.24161788185205,586.9739222990953,7.773792000620109,38.586216072378924,22.58503401360544,3.3181818181818183
139,-1031313.0837744449,38.68544607435145,19.689036177851424,689.5954156310412,7.539753768084107,42.329466998066835,21.815068493150687,3.353846153846154
140,-792651.6540809703,33.09895549855537,14.971443406022845,501.03219106957425,8.605015905551394,35.918743509865,20.683229813664596,3.6
141,-563438.6879155753,33.14665128882054,14.043727794479366,381.11970483738725,8.509919387614325,35.73954632413228,19.68553459119497,3.673611111111111
142,-648943.3596710142,35.252669623735734,15.800989554700385,438.28504672897196,8.010062229452029,38.29301814183617,20.064102564102566,3.5277777777777777
143,-625480.4797731625,34.48371851741758,15.339349193327864,420.88898003828274,8.017808058409459,37.40142193054416,20.387096774193548,3.4755244755244754
144,-614166.6683326298,32.764828382402364,13.658723637359628,417.56039441248976,8.413242740291096,35.23445631333881,21.283783783783782,3.5785714285714287
145,-979361.639157491,36.952975408884065,18.094162995594715,651.3482929515418,7.585086594660104,40.30781938325991,22.22222222222222,3.375
146,-552803.4360116918,33.71433164592665,14.316459197787,379.1233748271093,8.198698831089182,36.34080221300138,20.392156862745097,3.613138686131387
147,-737203.9029079711,34.88745615020507,15.927148703956345,494.0237380627558,7.885270827652008,37.844201909959075,20.81699346405229,3.404255319148936
148,-602321.5058041312,33.79723283742055,14.492213570634037,414.1888209121246,8.234881042832015,36.474972191323694,19.870967741935484,3.5833333333333335
149,-982991.001617953,36.65813017849874,17.674215552523876,650.4723055934516,7.7824110922049865,39.97107776261937,20.681818181818183,3.4532374100719423
150,-705818.6100809767,33.53715314324658,15.122561939905113,457.14522930943593,8.661370798227303,36.318661043753295,21.11464968152866,3.4963503649635035
151,-659291.0738705684,34.24373864068193,15.028822399121603,444.1561899533352,8.335700082434192,37.02195992314027,21.67808219178082,3.621212121212121
152,-844472.5903830619,36.174789575640425,17.219405832651947,558.8757154538022,7.701606356648851,39.40692286726628,21.51006711409396,3.36231884057971
153,-612258.1193843072,34.516645949306024,14.902527075812275,418.55068036656485,8.138176438488541,37.36017772840878,20.7,3.517730496453901
154,-713139.5683561411,35.48755684430609,15.976415094339623,484.67702552719203,7.803524380342614,38.51165371809101,20.695364238410598,3.471014492753623
155,-670300.7026686625,34.58639980607748,15.344626492640932,458.634268258817,8.0732052558148,37.40266592613163,20.69078947368421,3.4029850746268657
156,-336831.0339346722,30.079972444491336,10.796638192339488,237.66437034995866,9.163094348881272,31.959492973270873,18.88888888888889,3.8972602739726026
157,-818597.4732432794,35.73172762227762,16.988697524219592,536.8240043057051,8.12760025267617,38.91227125941873,22.17687074829932,3.4285714285714284
158,-567955.1118580953,33.33469250744721,14.059977888336098,389.585682697623,8.24103834156649,35.92730790491984,20.06451612903226,3.5774647887323945
159,-507370.00117053255,31.646857794670694,13.231308411214954,329.46105919003116,8.902421325282177,34.177829698857735,19.97005988023952,3.5170068027210886
160,-922249.7997876749,35.22855555358413,17.380440348182283,577.4454685099846,7.886881357496282,38.535330261136714,20.853658536585368,3.306122448979592
161,-695180.5199671912,34.522831433077165,15.813586520460015,455.08692163680126,7.916299093164783,37.53249531960417,21.480263157894736,3.3380281690140845
162,-671697.4282865672,32.867663340214584,14.649263375549237,425.91651589558023,8.687936138856202,35.669682088394936,20.666666666666668,3.477272727272727
163,-851158.0942059747,36.08992773528918,16.99200220628792,573.0405405405405,7.83846164608367,39.254826254826256,21.52027027027027,3.3923076923076922
164,-521934.5918574756,31.78098411397597,13.138371474188398,343.8584353379457,8.916938126833138,34.188664183076106,20.030864197530864,3.6382978723404253
165,-549529.6375401779,33.814891961155034,14.58789860997547,373.1242845461979,8.0819963037934,36.599890978468245,20.35483870967742,3.5205479452054793
166,-555928.2715604581,33.552595202591895,14.175269113993927,378.60723157604195,8.38451801935521,36.18410157328181,21.404109589041095,3.6350364963503647
167,-891095.7360549577,36.8930175819697,17.488636363636363,594.6521618625277,7.72772888835855,40.20343680709534,21.993006993006993,3.455223880597015
168,-528505.5684678064,32.233946023130784,13.317339149400219,358.0509814612868,8.590861336704384,34.663576881134134,20.128205128205128,3.7183098591549295
169,-528426.5552947053,33.768624246756985,14.293496386881602,365.57420789327404,8.382409624015093,36.378265703168424,20.666666666666668,3.5319148936170213
170,-714674.5092713428,32.88610395368542,14.861738002594034,456.15979247730223,8.55006932271254,35.668482490272375,20.869565217391305,3.5611510791366907
171,-519862.2854279614,33.271947027158134,14.073344280240832,353.75889436234263,8.335145175638104,35.91215106732348,20.35483870967742,3.5390070921985815
172,-454949.6444887465,32.506717554548686,13.107488256424427,314.3970710140923,8.620403262068606,34.948880906327716,19.161490683229815,3.608108108108108
173,-637484.9265655016,33.802127579482374,14.79891008174387,427.52207084468665,8.255318291011973,36.55340599455041,21.375838926174495,3.5925925925925926
174,-469434.41194230644,31.908128059192318,12.488648947951274,324.0329457364341,8.707112628835906,34.1937984496124,19.554140127388536,3.763888888888889
175,-466762.08431665413,31.35654810565471,12.069156293222683,322.1319502074689,8.977841504883253,33.46362378976487,20.952380952380953,3.8489208633093526
176,-761799.7441752449,35.443744722994914,16.24437739989029,512.4643444871092,7.946012243925358,38.513165112452,20.62091503267974,3.4097222222222223
177,-843842.0234645738,35.89403624122277,16.73766877927804,568.2270597960871,7.8361609388634275,38.99807109396528,21.073825503355703,3.443661971830986
178,-703430.4228281884,35.42031543064499,16.171420735052113,469.03538123971475,7.916831934137673,38.45419637959407,20.09493670886076,3.463235294117647
179,-716997.8472183064,35.119413847971934,16.05148076390811,487.3791862717963,7.888629259347801,38.023526155549405,20.827814569536425,3.4411764705882355
180,-418204.1647419761,31.06974927158881,11.59271615234918,292.5084792882958,8.948041916669547,33.176536002224076,19.772727272727273,3.780821917808219
181,-552534.2929309147,33.28706258484437,13.939586206896552,378.6830344827586,8.353663332367539,35.876413793103445,19.28125,3.6241610738255035
182,-442324.05120094237,31.58427900084525,12.321075740944018,307.084248079034,8.74370095665571,33.816959385290886,18.944099378881987,3.78343949044586
183,-489328.4688719339,31.18282485971999,12.420026702269693,324.8811748998665,9.090243529493737,33.45527369826435,20.474683544303797,3.75
184,-916986.6451033014,35.663745920918466,16.4909797391063,617.8781570913128,8.088380440238039,38.72189841798501,20.42763157894737,3.557142857142857
185,-424265.52678770316,32.182216686084715,12.6675,295.60333333333335,8.539422485563602,34.48916666666667,20.32894736842105,3.6956521739130435
186,-502087.2858455791,32.68905079543379,13.19251040221914,346.6271844660194,8.595992069272334,35.127877947295424,20.496688741721854,3.6956521739130435
187,-520810.40235387115,32.767520574507145,13.43141592920354,356.8918694690266,8.373476740035997,35.227599557522126,20.22875816993464,3.6180555555555554
188,-344919.76956302073,29.89905617188474,10.545805739514348,243.93653421633553,9.214243251833407,31.829746136865342,18.788819875776397,3.966887417218543
189,-635946.9199365425,35.244883906189386,15.783347257031467,435.61459203564465,7.851097901542148,38.248398774714566,20.4635761589404,3.4315068493150687
190,-348646.9587091942,30.67396169857231,11.340093176212662,244.91203069334065,8.952526965166047,32.77144423129624,18.71951219512195,3.784313725490196
191,-469485.7506257272,31.62573820473957,12.121719709659407,327.9307649357901,8.901654733901465,33.85175879396985,19.14012738853503,3.8211920529801326
192,-452578.20461948775,31.611221744306455,12.405655247417075,308.1715606307776,8.860651452483422,33.874388254486135,20.387096774193548,3.673758865248227
193,-528345.9184435945,31.93126673405182,13.046739130434782,355.26929347826086,8.735367848792203,34.26711956521739,20.095541401273884,3.6971830985915495
194,-524239.22230060375,32.300967976628755,12.99423076923077,355.4664835164835,8.616193195236747,34.752747252747255,20.324675324675326,3.6956521739130435
195,-482628.19367843895,33.050109859231284,13.524363233665559,332.1965669988926,8.293689329887899,35.60908084163898,20.06451612903226,3.5104895104895104
196,-526694.4287163045,33.23401873656594,13.792269187986651,363.08620689655174,8.415904163684306,35.74416017797553,20.130718954248366,3.6857142857142855
197,-425962.7876646669,30.8357314567928,11.810993772001083,288.67533170863794,8.811684288741931,33.01624695369618,20.16025641025641,3.832167832167832
198,-911202.622115934,36.30000520950987,17.115902224663554,602.7072232903049,8.290506812247099,39.5534193902774,19.71698113207547,3.5384615384615383
199,-521857.88400839927,33.01433720168592,13.904206241519674,351.0594301221167,8.454888725260052,35.613297150610585,20.095541401273884,3.6301369863013697
200,-329044.2343858804,30.658539988769856,10.955294775076837,236.21234981838504,8.989853223911261,32.67979882648785,18.571428571428573,3.824675324675325
201,-455324.9338676106,31.32429960872094,12.42380183091007,307.5840064620355,8.795735308413937,33.60823909531502,19.87421383647799,3.7181208053691277
202,-580664.5554082454,34.490966749179556,15.112334801762115,394.2321035242291,7.953036383865679,37.36068281938326,20.357142857142858,3.524822695035461
203,-630299.9130539906,33.354356772012174,14.144704264099037,425.93204951856944,8.670472683813639,35.917469050894084,20.49342105263158,3.6879432624113475
